DataOffers ID,DataOffer Name,Incentive,Charges,DataOffer Category,Validity,Time Window,Subscription Code,DataOffer Detail,DataOffer Description
163,Infinity Browser -*709#,3GB,Rs.304 Incl Tax,Prepaid,30 Days,24 hrs,*709#,"<ul> 	<li style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""background-color:#ffffff"">Offer is available for Jazz and Warid prepaid subscribers only</span></span></span></li> 	<li style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""background-color:#ffffff"">Upon dialing *709#, customer will be subscribed to&nbsp;Monthly Browser offer, expiring on 30th&nbsp;day after subscription of the offer</span></span></span></li> 	<li style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""background-color:#ffffff"">Bundle is non-recursive and multiple subscriptions are allowed</span></span></span></li> 	<li style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""background-color:#ffffff"">In case of multiple subscriptions,&nbsp;previous incentive will be added and new validity will be applicable</span></span></span></li> 	<li style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""background-color:#ffffff"">&nbsp;Actual internet speed will depend on multiple factors like SIM, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc</span></span></span></li> </ul>  <p>&nbsp;</p> ",-
164,Roaming Bundles - *7626#,See Offer Details Column,See Offer Details Column,Postpaid,See Offer Details Column,24 hrs,*7626#,"<p><strong>Dear All,</strong></p>  <p>With a promise to make Roaming simple &amp; affordable for all, we proudly announce launch of our elegant Data Roaming bundles for Every Single Jazz Customer including but not limited to :</p>  <ul> 	<li>Prepaid</li> 	<li>Postpaid Consumer (B2C)</li> 	<li>Postpaid Corporate (B2B)</li> 	<li>Employees &amp; fnf</li> </ul>  <p>&nbsp;As a cherry on cake, WhatsApp audio/video calls will work everywhere including Middle-East on these bundles. Yes Middle-East too! Just dial *<strong>roam# </strong>(*7626#) today or call BHL</p>  <p><strong>Roaming bundle activation via CSR-TB should always be done in following sequence:</strong></p>  <ol> 	<li>Activate IR-Voice</li> 	<li>Activate IR-Data</li> 	<li>Activate Bundle of customer choice</li> </ol>  <p><em>Needs to follow instructions mentioned in roaming menu (*7626#)</em></p>  <p><strong>Roaming Menu (*7626#) : [For Postpaid]</strong></p>  <ol> 	<li>IR Internet Bundles</li> 	<li>IR Information</li> 	<li>IR Tips</li> </ol>  <ul> 	<li>Support Channels: 111,777,03002000100 -Dedicated IR Helpline, email @customercare@jazz.com.pk &amp; Experience Centers</li> 	<li>Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist</li> </ul>  <p>Above Roaming bundles will be live from <strong>Jan 17 2022, Monday</strong> and will be available for the whole Jazz customer base.</p>  <table cellspacing=""0"" style=""border-collapse:collapse; width:379px""> 	<tbody> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:1px solid white; height:40px; text-align:center; vertical-align:middle; white-space:nowrap; width:23px"">Sr.</td> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:1px solid white; text-align:center; vertical-align:middle; white-space:nowrap; width:148px"">Name</td> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:1px solid white; text-align:center; vertical-align:middle; white-space:normal; width:88px"">Price Rs.<br /> 			(without tax)</td> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:1px solid white; text-align:center; vertical-align:middle; white-space:nowrap; width:65px"">Incentive</td> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:1px solid white; text-align:center; vertical-align:middle; white-space:nowrap; width:55px"">Validity</td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:none; height:20px; text-align:center; vertical-align:middle; white-space:nowrap"">1</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:left; vertical-align:middle; white-space:nowrap"">World Bundle 100 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">100</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">100 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">24hrs</td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:none; height:20px; text-align:center; vertical-align:middle; white-space:nowrap"">2</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:left; vertical-align:middle; white-space:nowrap"">World Bundle 500 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">500</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">500 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">7 days</td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:none; height:20px; text-align:center; vertical-align:middle; white-space:nowrap"">3</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:left; vertical-align:middle; white-space:nowrap"">World Bundle 1000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">1000</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">1000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">7 days</td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:none; height:20px; text-align:center; vertical-align:middle; white-space:nowrap"">4</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:left; vertical-align:middle; white-space:nowrap"">World Bundle 3000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">3000</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">3000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">30 days</td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid white; border-left:1px solid white; border-right:1px solid white; border-top:none; height:20px; text-align:center; vertical-align:middle; white-space:nowrap"">5</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:left; vertical-align:middle; white-space:nowrap"">World Bundle 5000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">5000</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">5000 MB</td> 			<td style=""background-color:#f2f2f2; border-bottom:1px solid white; border-left:none; border-right:1px solid white; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">90 days</td> 		</tr> 	</tbody> </table> ",Roaming Bundles for Every Jazz Customer
165,Sashay Social Offers - [JW/JC],See Below Table,PKR 5,Prepaid,1 Day (Mid Night),1 Day (Mid Night),*220# [Suppressed],"<p><strong>Dear All</strong></p>  <p>Sashay Offers price and incentive have&nbsp;been revised.Please find below updated details</p>  <p>Also *220# menu &amp; Direct strings are suppressed.These offer can only be subscribed via JW &amp; JC now.</p>  <p>Multiple subscription is not allowed</p>  <table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:475px""> 	<tbody> 		<tr> 			<td rowspan=""2"" style=""text-align:center"">Name</td> 			<td rowspan=""2"" style=""text-align:center"">Incentive</td> 			<td style=""text-align:center"">Price</td> 			<td rowspan=""2"" style=""text-align:center"">Validity</td> 		</tr> 		<tr> 			<td style=""text-align:center"">(Incl.Tax)</td> 		</tr> 		<tr> 			<td style=""text-align:center"">WhatsApp Sashay Offer</td> 			<td style=""text-align:center"">500 Mbs WhatsApp</td> 			<td style=""text-align:center"">PKR 5</td> 			<td style=""text-align:center"">1 Day (Mid Night)</td> 		</tr> 		<tr> 			<td style=""text-align:center"">YouTube Sashay Offer</td> 			<td style=""text-align:center"">500 Mbs YouTube</td> 			<td style=""text-align:center"">PKR 5&nbsp;</td> 			<td style=""text-align:center"">1 Day (Mid Night)</td> 		</tr> 		<tr> 			<td style=""text-align:center"">Facebook Sashay Offer</td> 			<td style=""text-align:center"">500 Mbs Facebook</td> 			<td style=""text-align:center"">PKR 5</td> 			<td style=""text-align:center"">1 Day (Mid Night)</td> 		</tr> 	</tbody> </table>  <p>&nbsp;</p> ",Sashay Social Offers - [JW/JC]
166,"Daily Tik Tok Offer ",400 MBs TikTok + 100 MBs Generic Data,"Rs 5 ",Prepaid,1 Day,24 hours,Jazz World and Jazz Cash App,"<p><strong>Monthly Tik Tok New RG Offer</strong></p>  <ul style=""list-style-type:disc""> 	<li>Subscription Channel: <strong>Jazz Cash App &amp; Jazz World App only</strong></li> 	<li>Price: <strong>Rs. 5</strong></li> 	<li>Validity: <strong>day end expiry (1 day)</strong></li> 	<li>Social Incentive: <strong>400 MBs TikTok</strong></li> 	<li>Free/Generic Data Incentive: <strong>100 MBs</strong></li> 	<li>Multiple subscription: <strong>Not Allowed</strong></li> 	<li>Overage: <strong>Rs.2.25/MB</strong></li> </ul>  <p><strong>Discounted JW Variant has been expired</strong></p> ","400 MBs TikTok + 100 MBs Generic Data in Rs 5, subscription via JW and JC App only"
168,Weekly Mega Plus [Routed towards Weekly Super Max],"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",NWD Rs. 430 (Incl Tax),Prepaid,24 Hrs,24 hours,"*453# ","<p><strong>Dear All</strong></p>  <p>Please be informed that <strong>Weekly Mega Plus (*453#)</strong> will now routed towards <strong><em>Weekly Super Max (*506#).</em></strong></p>  <p><strong>[Effective for 12/8/2023]</strong></p>  <p>&nbsp;</p>  <p>------------------------------------------------------------------------------------------------</p>  <p>&nbsp;</p>  <p><span style=""color:#16a085""><span style=""font-size:14px""><strong>Weekly Mega Plus (NWD) and GT charges PKR&nbsp;400 (Incl Tax) have been harmonized now.</strong></span></span></p>  <ul> 	<li>No call setup charges</li> 	<li>Offer Name Weekly Mega Plus Offer with Jazz Tamasha</li> 	<li>Validity:7 Days</li> 	<li>Weekly Mega Plus USSD:*453#</li> 	<li>Overage Rate : Rs. 5.0/MB</li> </ul>  <p>Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.</p> ",Check details
169,Daily Snapchat Offer,400MB(Snapchat) and 100MB (Normal),Rs. 5,Prepaid,"1 day ",24 HRS,Jazz Cash and Jazz World,"<p>We are delighted to announce that <strong>Daily Snapchat </strong>and<strong> Daily Instagram &amp; Threads Bundles </strong>have been launched<strong> </strong>today under the ambit of having a dedicated daily social app bundles portfolio.</p>  <p>Discounted JW Varinat has been expired</p>  <p>These offers will are available only on both Jazz World &amp; JazzCash</p> ",-
170,Daily Instagram and theads Offer,400MB(Instagram) and 100MB (Normal),Rs. 5,Prepaid,"1 day ",24 HRS,Jazz Cash and Jazz World,"<p>We are delighted to announce that <strong>Daily Snapchat </strong>and<strong> Daily Instagram &amp; Threads Bundles </strong>have been launched<strong> </strong>today under the ambit of having a dedicated daily social app bundles portfolio.</p>  <p>Discounted JW Variant has been expired</p>  <p>These offers will are available only on both Jazz World &amp; JazzCash</p> ",-
172,Weekly Mega(*159#) [Routed towards Weekly Super],"8GB, 120 Offnet Min, 1000 On-net Min, 1000 SMS",PKR 374,Prepaid,7days,24 HRS,*159#,"<p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><strong><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">Terms and Conditions</span></strong></span></span></p>  <ul> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">Internet offer can be subscribed and consumed in 2G/3G/4G networks areas</span></span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">To check remaining MB&rsquo;s and validity, dial bundle status code for Rs.0.06</span></span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">Bundles will not auto-subscribe and need to be subscribed again upon expiry</span></span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc</span></span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">If you are not subscribed to any bundle base rate will be charged i.e. Rs.5/MB. Charging pulse will be 512 KB</span></span></span></span></span></li> 	<li><strong>Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.</strong></li> </ul> ",Weekly Mega
173,Roaming Bundles –  *7626#,-,-,Prepaid,-,-,*7626# / CRM / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <p><strong>Dear All,</strong></p>  <p>With a promise to make Roaming simple &amp; affordable for all, we proudly announce launch of our elegant Data Roaming bundles for Every Single Jazz Customer including but not limited to :</p>  <ul> 	<li>Prepaid</li> 	<li>Postpaid Consumer (B2C)</li> 	<li>Postpaid Corporate (B2B)</li> 	<li>Employees &amp; fnf</li> </ul>  <p>&nbsp;As a cherry on cake, WhatsApp audio/video calls will work everywhere including Middle-East on these bundles. Yes Middle-East too! Just dial *<strong>roam#&nbsp;</strong>(*7626#) today or call BHL</p>  <ul> 	<li><strong>Roaming bundle activation via CSR-TB should always be done in following sequence:</strong></li> </ul>  <ol> 	<li> 	<ol> 		<li><strong>Activate IR-Voice</strong></li> 		<li><strong>Activate IR-Data</strong></li> 		<li><strong>Activate Bundle of customer choice</strong></li> 	</ol> 	</li> </ol>  <ul> 	<li>Support Channels: 111,777,03002000100 -Dedicated IR Helpline, email @customercare@jazz.com.pk &amp; Experience Centers</li> 	<li>Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist</li> </ul>  <p>Above Roaming bundles will be live from&nbsp;<strong>Jan 17 2022, Monday</strong>&nbsp;and will be available for the whole Jazz customer base.</p>  <table cellspacing=""0""> 	<tbody> 		<tr> 			<td> 			<p><strong>Dear All,</strong></p>  			<p>With a promise to make Roaming simple &amp; affordable for all, we proudly announce launch of our elegant Data Roaming bundles for Every Single Jazz Customer including but not limited to :</p>  			<ul> 				<li>Prepaid</li> 				<li>Postpaid Consumer (B2C)</li> 				<li>Postpaid Corporate (B2B)</li> 				<li>Employees &amp; fnf</li> 			</ul>  			<p>&nbsp;As a cherry on cake, WhatsApp audio/video calls will work everywhere including Middle-East on these bundles. Yes Middle-East too! Just dial *<strong>roam#&nbsp;</strong>(*7626#) today or call BHL</p>  			<p><strong>Roaming bundle activation via CSR-TB should always be done in following sequence:</strong></p>  			<ol> 				<li>Activate IR-Voice</li> 				<li>Activate IR-Data</li> 				<li>Activate Bundle of customer choice</li> 			</ol>  			<p><strong>Roaming Menu (*7626#) : [For Prepaid]&nbsp;</strong></p>  			<ol> 				<li>IR Internet Bundles</li> 				<li>IR Activation/Deactivation</li> 				<li>IR Information</li> 				<li>IR Tips</li> 			</ol>  			<p><em>Needs to follow instructions mentioned in roaming menu (*7626#)</em></p>  			<ul> 				<li>Support Channels:&nbsp;<strong>111,777,03002000100</strong>&nbsp;-Dedicated IR Helpline, email @<strong>customercare@jazz.com.pk</strong>&nbsp;&amp;&nbsp;<strong>Experience Centers</strong></li> 				<li>Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist</li> 			</ul>  			<p>Price revision effective from 15/12/2022</p>  			<table cellspacing=""0"" style=""border-collapse:collapse; width:448px""> 				<tbody> 					<tr> 						<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:38px; text-align:center; vertical-align:middle; white-space:nowrap; width:64px""><strong>Sr.</strong></td> 						<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:151px""><strong>Name</strong></td> 						<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:normal; width:106px""><strong>Price Rs.<br /> 						(with tax)</strong></td> 						<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:64px""><strong>Incentive</strong></td> 						<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:64px""><strong>Validity</strong></td> 					</tr> 					<tr> 						<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap"">1</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">World Bundle 100 MB</td> 						<td>239</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">100 MB</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">24hrs</td> 					</tr> 					<tr> 						<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap"">2</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">World Bundle 500 MB</td> 						<td>1195</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">500 MB</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">7 days</td> 					</tr> 					<tr> 						<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap"">3</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">World Bundle 1000 MB</td> 						<td>2091.25</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">1000 MB</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">7 days</td> 					</tr> 					<tr> 						<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap"">4</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">World Bundle 3000 MB</td> 						<td>5975</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">3000 MB</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">30 days</td> 					</tr> 					<tr> 						<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap"">5</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">World Bundle 5000 MB</td> 						<td>9560</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">5000 MB</td> 						<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap"">90 days</td> 					</tr> 				</tbody> 			</table>  			<p><strong>Old Prices</strong></p>  			<table cellspacing=""0""> 				<tbody> 					<tr> 						<td>Sr.</td> 						<td>Name</td> 						<td>Price Rs.<br /> 						(without tax)</td> 						<td>Incentive</td> 						<td>Validity</td> 					</tr> 					<tr> 						<td>1</td> 						<td>World Bundle 100 MB</td> 						<td>100</td> 						<td>100 MB</td> 						<td>24hrs</td> 					</tr> 					<tr> 						<td>2</td> 						<td>World Bundle 500 MB</td> 						<td>500</td> 						<td>500 MB</td> 						<td>7 days</td> 					</tr> 					<tr> 						<td>3</td> 						<td>World Bundle 1000 MB</td> 						<td>1000</td> 						<td>1000 MB</td> 						<td>7 days</td> 					</tr> 					<tr> 						<td>4</td> 						<td>World Bundle 3000 MB</td> 						<td>3000</td> 						<td>3000 MB</td> 						<td>30 days</td> 					</tr> 					<tr> 						<td>5</td> 						<td>World Bundle 5000 MB</td> 						<td>5000</td> 						<td>5000 MB</td> 						<td>90 days</td> 					</tr> 				</tbody> 			</table> 			</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 	</tbody> </table>  <ul> </ul> ",-
175,"5GB 3Day CVM Bundle ","3GB(4G only)+100 MB (3G/2G), 2 GB FB/WA(4G only)",CVM Campaign Only For Selected Customers,Prepaid,X+2 Days,12 am – 7 pm,CVM Campaign Only For Selected Customers,"<p><strong>5GB 3Day CVM Bundle:</strong></p>  <ul style=""list-style-type:disc""> 	<li>Subscription Channels: <strong>CVM</strong></li> 	<li>USSD: <strong>CVM Campaign Only For Selected Customers</strong></li> 	<li>Price: <strong>Rs.0 </strong></li> 	<li>Validity: <strong>X+2 Days</strong></li> 	<li>Data Incentive: <strong>3072 MB (4G only)+100 MB (3G/2G)</strong></li> 	<li>Social Incentive<strong>: 2048 MB Facebook/WhatsApp (4G only)</strong></li> 	<li>Overage: <strong>Rs. 2.25/MB</strong></li> 	<li>Multiple subscription: <strong>No</strong></li> 	<li>Allowed time window: <strong>12 am &ndash; 7 pm</strong></li> </ul> ",-
184,Karachi 5GB Facebook Monthly Offer - Expired,5GB (Facebook and WhatsApp),Rs.69 (incl tax),Prepaid,30 Days,N/a,*532#,"<p>Karachi Facebook Monthly Offer<br /> &bull;&nbsp;&nbsp; &nbsp;Overage: Rs.2/MB<br /> &bull;&nbsp;&nbsp; &nbsp;Multiple subscription is allowed with incentive addition and latest validity<br /> &bull;&nbsp;&nbsp; &nbsp;The offer will be LBS based (Karachi Only and customers cannot subscribe this offer outside Karachi)</p> ",The offer will be LBS based (Karachi Only and customers cannot subscribe this offer outside Karachi)
185,Data Super Night Offer-*773# - Expired,5000 MBs,Rs.26 (incl tax),Prepaid,1 Day,11 PM – 9 AM,*773#,"<p><strong>Dear All, </strong></p>  <p><strong>&nbsp;</strong></p>  <p><strong>This is to update that offer is not available for new subscription effective from 23rd November, existing subscribers can enjoy their incentives after expiry new subscription will not be available.</strong></p>  <p>&nbsp;</p>  <p>Offer can only be subscribed within the whitelisted area, however, posted incentives can also be utilized outside the whitelisted area (Nationwide)</p>  <p>&nbsp;</p>  <p>Terms and Conditions:<br /> &bull;&nbsp;&nbsp; &nbsp;Upon dialing *773#, customer will be subscribed to the offer for the usage window of 11 PM &ndash; 9 AM<br /> &bull;&nbsp;&nbsp; &nbsp;Bundle is non-recursive and multiple subscriptions are allowed<br /> &bull;&nbsp;&nbsp; &nbsp;In case of multiple subscriptions, previous incentive will be added and new validity will be applicable<br /> &bull;&nbsp;&nbsp; &nbsp;Customer will be charged as per respective base rate package in case bundle incentives have exhausted and customer is not subscribed to any other bundle. For data, base rate will be charged at Rs.4.3/MB<br /> &bull;&nbsp;&nbsp; &nbsp;Limited time offer, it is subject to change anytime<br /> &bull;&nbsp;&nbsp; &nbsp;Currently expiry notification threshold are not available which once fixed will be received</p> ",-
186,Super Night Offer - Gujranwala - Expired,5000 MBs,Rs. 7.27 (Incl. Tax),Prepaid,1 Day,"12 AM – 9 AM ",*775#,"<p><span style=""font-size:22px""><strong>Dear All, </strong></span></p>  <p><span style=""font-size:22px""><strong>&nbsp;This is to update that offer is not available for new subscription effective from 23rd November, existing subscribers can enjoy their incentives after expiry new subscription will not be available.</strong></span></p>  <p>&nbsp;</p>  <p>Terms and Conditions<br /> &bull;&nbsp;&nbsp; &nbsp;Offer is available for Jazz and Warid prepaid subscribers residing in Gujranwala only<br /> &bull;&nbsp;&nbsp; &nbsp;Upon dialing *775#, customer will be subscribed to the offer for the usage window 12 AM &ndash; 9 AM for one day<br /> &bull;&nbsp;&nbsp; &nbsp;Bundle is non-recursive and multiple subscriptions are allowed<br /> &bull;&nbsp;&nbsp; &nbsp;In case of multiple subscriptions, previous incentive will be added and new validity will be applicable<br /> &bull;&nbsp;&nbsp; &nbsp;Customer will be charged as per respective base rate package in case bundle incentives have exhausted and customer is not subscribed to any other bundle<br /> &bull;&nbsp;&nbsp; &nbsp;Limited time offer, it is subject to change anytime<br /> &bull;&nbsp;&nbsp; &nbsp;Offer is only available on the attached list of sites</p> ","	Offer is available for Jazz and Warid prepaid subscribers residing in Gujranwala only"
