Complaint ID,Complaint Name,Complaint Description,CheckList,RequiredQuestions,ImportantPoints,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,FAQs
·         Account status = Active
·         Data ta be taken from CPS only
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the customer) >> Check Verification details",,,,"Scenario 1.1: What is education payment?
·         Refer to Product information in Process Overview header.
Work Code: School/Uni payment Info","Scenario 2.1: How to Perform Education payment 
USSD Flow:
*786# >> 5 for payment >> 6 for Education Payments >> Select Education (School, University, College) >> Enter Specific ID >> Review Detail >> Enter MPIN
 
App Flow:
JazzCash App >> Click Education >> Select Fee option (School, Colleges, Coaching Center, universities, Entry test, Education Board) >> Enter Specific ID >> Review Detail >> Enter MPIN
Work Code: School/Uni payment Info",,,,
17267,JazzCash  Customer  Government Payment  SOP,"·         This SOP document will cover scenarios related to Government Payment.
·         Taxes are mandatory financial contributions imposed by governments on individuals, businesses, or other entities to fund public services and government operations.
·         These contributions are usually based on income, property, goods, services, or other financial transactions
·         The specific types and rates of taxes vary from one country to another and are governed by tax laws and regulations.
·         Customer pay Below Mention Tax of Government through JazzCash App
§  Punjab Revenue Authority (PRA)
§  NIS
§  Islamabad Vehicle Token Tax
§  Govt. of Sindh- Vehicle Token Tax
§  GOP- Government of Punjab
§  GOP-Punjab Land Record
§  GOP- Industries
§  GOP-Excise & Taxation
§  GOP-Board of Revenue
§  GOP-E-Abiana
§  Federal Board of Revenue (FBR)
§  Evacuee Trust Property Board
§  Covid Vaccination Payment
·         Customer pay Below Mention Tax of Government through JazzCash USSD
§  Excise & Tax Payment 
§  Excise & Taxation Punjab
§  Govt of Sindh Vehicle Token Tax
§  Islamabad Vehicle Token Tax
§  Excise & Taxation Balochistan
§  Government of Punjab
§  PRA
§  Punjab Land Record Authority
§  E-Abiana
§  Industries
§  Board Of revenue
§  FBR
§  Nadra
§  NIMS - Vaccine Certificate
§  NIS
§  KP-PSC
§  Naya Housing Scheme
§  Evacuee Trust Property Board
·         Please refer to below table 1.0 for high level product details.
Table 1.0
 Government payment 
Government payment
 Values 
Values
 Channel 
Channel
 App, USSD 
App, USSD
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 L0, L1, ADA, L2 
L0, L1, ADA, L2
 Platform Fee (USSD) 
Platform Fee (USSD)
 KMS >> Communication Tab >> App Platform USSD 
KMS >> Communication Tab >> App Platform USSD
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform Fee 
KMS >> Communication Tab >> App Platform Fee
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
 
Info Scenario 
 
 Scenario 1. Government payment – Information Scenarios 
Scenario 1. Government payment – Information Scenarios
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is Government payment? 
Scenario 1.1: What is Government payment?
 Merchant Payment Info - Payment Gateway 
Merchant Payment Info - Payment Gateway
How – To Scenarios 
 Scenario 2. Government payment – How – to Processes  
Scenario 2. Government payment – How – to Processes 
 How – to Work Code 
How – to Work Code
 Scenario 2.1: How to pay Government payment 
Scenario 2.1: How to pay Government payment
 Merchant Payment Info - Payment Gateway 
Merchant Payment Info - Payment Gateway
 
Pre-requisite 
·         Verification: L3
·         Account status: Active
·         Data to be taken from CPS only
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the customer) >> Check Verification details",,,,"Scenario 2.1: How to Pay Government payment
USSD Flow:
*786# >> 5 for Payment >> 1 For Government payment >> Select Government organization >> Enter Challan ID/PSID Number/Ticket Number >> Confirm Transaction >> Enter MPIN
App Flow:
JazzCash App >> Click on Government Payment >> Select Government organization >> Enter Challan Number / PSID Number/Ticket Number >> Confirm Transaction >> Enter MPIN
Work Code: Excise n Taxation payment Info",,,,,
17269,JazzCash  Customer  Loyalty Point  SOP,"·         This SOP document will cover scenarios related to Customer Loyalty Point.
·         We will be giving out loyalty points on every QR transaction payment
·         We will be presenting challenges to our customers, e.g. Monday Reward (Challenge name), complete 4 transactions via QR Payment and get 200 loyalty points
·         Upon completing multiple rewards, the customer earns points which he/she can redeem in the ‘Redeem tab’ by buying Mobile prepaid, mobile postpaid bill payments SMS bundles, M-Tag Recharge, Careem vouchers, DARAZ wallet top up and can make donations.
·         Customers cannot redeem their loyalty points for the same load, bundle, or donation within a 24-hour period. If they attempt to do so, they will be prompted to try again after 24 hours.
·         There is a total of three loyalty levels; Silver, Gold and Platinum. Each level has a certain number of points you need to gain before you can unlock the next. Once you have gained enough points you can level up.
·         Customer Redemption 1 loyalty point = Rs.0.02
·         A 13-month expiry time has implemented on Loyalty points earned by customer.
·         All points that users have before this Loyalty expiry is implemented will have unlimited expiry, meaning they will not expire until all of them are utilized.
·         Expiry is only applicable on points that are received after the launch this loyalty expiry feature.
·         Point mechanism is yearly so any points accumulated in an entire month will have expiry of 13 months. Example: Points earned in June, 2023 will expire on 1 July 2024 and so on for each month.
Redemption on QR transactions:
·         In this feature, as part of our loyalty program, we will allow our customers to make full use of redeeming their loyalty points at any QR payment. This can be done regardless of whatever kind of QR payment is to be made by the customer.
·         Once the customer has gained 100 points and above, then the toggle option for redemption with loyalty points can start to get utilized on whichever payment they want to redeem on.
·         If they have enough loyalty points, they can utilize them all to pay for the item they are purchasing or making payment for. First all available loyalty points can be redeemed, then your wallet amount gets deducted.  The amount discounted will not show on the customer review screen but will be seen in the SMS that the customer received upon this redemption.
Redemption on Pre-paid & Post-Paid Load (Jazz and OMNO):
·         Customers now have the option to redeem their loyalty points for prepaid and postpaid load on Jazz and OMNO networks. Each load amount is associated with a specific number of loyalty points that can only be redeemed if the customer has enough points available.
·         Incase customer complaint about loyalty points are redeemed but load is not posted, please follow standard jazz/OMNO Load complaint process.
Redemption on Pre-paid Bundles (Jazz and OMNO):
·         Customers now have the option to redeem their loyalty points for prepaid bundles on Jazz and OMNO networks. Each bundle is associated with a specific number of loyalty points that can only be redeemed if the customer has enough points available.
·         Incase customer complaint about loyalty points are redeemed but bundle is not posted, please follow standard OMNO bundle complaint process.
Redemption on Daraz Wallet:
·         We have added the facility of redemption at Daraz wallet where customers can click on the redemption card and enter the number linked to their Daraz wallet. An amount that is preset for this will automatically be sent to your Daraz wallet and you can utilize it for your next purchase.
Redemption on Careem Vouchers:
·         Customers use Careem in their daily commute and what better way to allow them utility for use than giving them a voucher code. Once you click on the redemption card and enter the number against your Careem wallet and you get a successful redemption receipt, a voucher code will be present on it. You will then use that voucher code for when you travel.
Redemption on Donations:
·         Customers now have the option to redeem their loyalty points for making donations to charitable institutions. Each transaction amount is associated with a specific number of loyalty points that can only be redeemed if the customer has enough points available.
Redemption on M-Tag Recharge:
·         Customers now have the option to redeem their loyalty points for recharging M-Tag account. Each transaction amount is associated with a specific number of loyalty points that can only be redeemed if the customer has enough points available.
·         Please refer to below table 1.0 for high level product details.
Table 1.0
 Customer Loyalty Point 
Customer Loyalty Point
 Values 
Values
 Channel 
Channel
 App, USSD 
App, USSD
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 L0, L1, L2 
L0, L1, L2
 Platform Fee (USSD) 
Platform Fee (USSD)
 KMS >> Communication Tab >> USSD Platform Fee 
KMS >> Communication Tab >> USSD Platform Fee
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform Fee 
KMS >> Communication Tab >> App Platform Fee
 Service Fee 
Service Fee
 Refer to process overview 
Refer to process overview
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
 
Info Scenario 
 
 Scenario 1. Customer Loyalty Point– Information Scenarios 
Scenario 1. Customer Loyalty Point– Information Scenarios
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is Customer Loyalty Point? 
Scenario 1.1: What is Customer Loyalty Point?
 JazzCash Loyalty - Information 
JazzCash Loyalty - Information
 
How – To Scenarios 
 Scenario 2.0. Merchant Loyalty Point – How – to Processes  
Scenario 2.0. Merchant Loyalty Point – How – to Processes 
 How – to Work Code 
How – to Work Code
 Scenario 2.1: How to use loyalty point services? 
Scenario 2.1: How to use loyalty point services?
 JazzCash Loyalty – Information 
JazzCash Loyalty – Information
 
·         Verification: L3
·         Account status: Active
·         Data to be taken from CPS only
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the merchants) >> Check Verification details",,,,"Scenario 1.1: What is Customer loyalty points?
·         Refer to Product information in Process Overview header.
 
Work Code: JazzCash Loyalty - Information","·         For all How-to scenarios, before guiding merchant about the process, Agent must ensure that merchant knows the product details as well as requirements as per Table 1.0 e.g. Channel, Account Status etc.
·         L3 verification is must for all scenarios where agent is sharing information related to Merchant account
Scenario 2.1: How to use loyalty point services?
App Flow:
JazzCash App >> Click Loyalty Program >> Click redeem Tab >> Select item from redemption market (Mobile Bundle, Load, postpaid, Donations, M-Tag, Careem, Daraz Wallet Top-up) >> Enter MISIDN >> Confirm MPIN
Work Code: JazzCash Loyalty - Information
 
Scenario 2.2: How to Check Loyalty Point ‘History’ 
App Flow:
JazzCash App >> Click Loyalty Program >> Click History tab >> Redeemed point display
Work Code: JazzCash Loyalty - Information",,,,
17271,JazzCash  Customer  OMNO Load/Bundle/ Postpaid Bill  SOP,"·         This SOP document will cover scenarios related to Omno load, bundle and postpaid bill. 
·         Other network includes Zong, Telenor & Ufone.
·         The main difference between mobile load and bundle is that mobile load allows you to pay for what you use, while bundle gives you a fixed amount of services for a fixed price 
·         If Customer perform OMNO bundle or load and facing third-party error guide wait for 2 hours it is temporary error
·         Also inform Customer if advance loan service is taken on beneficiary number first clear advance loan then perform bundle or load.
·         If Customer perform OMNO load/bundle on wrong number/network or more than the amount then there no reversal is possible
·         Zong load sending Minimum and Maximum limit:
§  Minimum Prepaid Load: Rs. 80
§  Maximum Prepaid Load: Rs:20,000
·         Telenor load sending Minimum and Maximum limit:
§  Minimum Prepaid Load: Rs 100
§  Maximum Prepaid Load: Rs:5000
·         Ufone load sending Minimum and Maximum limit:
§  Minimum Prepaid Load: Rs :90
§  Maximum Prepaid Load: RS :5000
·         A postpaid bill is a bill that you receive after using a service, such as a mobile phone plan, for a certain period of time
·         You pay the bill after you have used the service, not before
·         Below postpaid limit is same for Both USSD/App
 OMNO Network Name 
OMNO Network Name
 Minimum Limit 
Minimum Limit
 Maximum Limit 
Maximum Limit
 Telenor 
Telenor
 100 
100
 5000 
5000
 Ufone 
Ufone
 80 
80
 5000 
5000
 Zong 
Zong
 80 
80
 20,000 
20,000
 
·         Please refer to below table 1.0 for high level product details.
Table 1.0
 Customer Omno Load 
Customer Omno Load
 Values 
Values
 Channel 
Channel
 App, USSD 
App, USSD
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 L0, L1, ADA, L2 
L0, L1, ADA, L2
 Platform Fee (USSD) 
Platform Fee (USSD)
 KMS >> Communication Tab >> USSD Platform Fee 
KMS >> Communication Tab >> USSD Platform Fee
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform Fee 
KMS >> Communication Tab >> App Platform Fee
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
 
Info Scenario 
 Scenario 1. Customer OMNO Load – Information Scenarios 
Scenario 1. Customer OMNO Load – Information Scenarios
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is OMNO Load? 
Scenario 1.1: What is OMNO Load?
 Telenor Prepaid Load Info Ufone Prepaid Load Info Zong Prepaid Load Info 
Telenor Prepaid Load Info
Ufone Prepaid Load Info
Zong Prepaid Load Info
 
How – To Scenarios 
 Scenario 2. Customer OMNO Load – How – to Processes  
Scenario 2. Customer OMNO Load – How – to Processes 
 How – to Work Code 
How – to Work Code
 Scenario 2.1: How to use OMNO Load Service? 
Scenario 2.1: How to use OMNO Load Service?
 Telenor Prepaid Load Info Ufone Prepaid Load Info Zong Prepaid Load Info 
Telenor Prepaid Load Info
Ufone Prepaid Load Info
Zong Prepaid Load Info
 Scenario 2.2: How to use OMNO Bundle Service? 
Scenario 2.2: How to use OMNO Bundle Service?
 Telenor Bundle Info Ufone Bundle Load Info Zong Bundle Load Info 
Telenor Bundle Info
Ufone Bundle Load Info
Zong Bundle Load Info
 Scenario 2.3: How to use OMNO Postpaid Bill Service? 
Scenario 2.3: How to use OMNO Postpaid Bill Service?
 Telenor Postpaid Info Ufone Postpaid Info Zong Postpaid Info 
Telenor Postpaid Info
Ufone Postpaid Info
Zong Postpaid Info
 
Pre-requisite to service request scenarios
·         Verification: L3
·         Account status: Active
·         Data to be taken from CPS only
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the customer) >> Check Verification details",,,,"Scenario 1.1: What is Customer OMNO Load?
·         Refer to Product information in Process Overview header.
 
Work Code:
·         Telenor Prepaid Load Info
·         Ufone Prepaid Load Info
·         Zong Prepaid Load Info","Scenario 2.1: How to use OMNO Load Service
USSD Flow:
*786# >> 3 Mobile Load & Bundle >> Select Load Category (Telenor, Ufone, Zong) >> Enter Load Number >> Enter Amount >> Enter MPIN
App Flow:
JazzCash App >> Click Mobile Load and Package >> Click Prepaid Load >> Select Category (Telenor, Ufone, Zong) >> Enter MISIDN >> Enter Load Amount >> Confirm Transaction >> Enter MPIN
Work Code:
·         Telenor Prepaid Load Info
·         Ufone Prepaid Load Info
·         Zong Prepaid Load Info
 
Scenario 2.2: How to use OMNO Bundle Service
USSD Flow:
*786# >> 3 Mobile Load & Bundle >> Select Bundle Category (Telenor, Ufone, Zong) >> Select Bundle Name >> Enter MISIDN >> Enter MPIN
App Flow:
JazzCash Business App >> Click Mobile Load and Package >> Click Mobile Package >> Select Category (Telenor, Ufone, Zong) >> Select Bundle >> Enter MISIDN >> Confirm Transaction >> Enter MPIN
Work Code:
·         Telenor Bundle Info
·         Ufone Bundle Info
·         Zong Bundle Info
Scenario 2.3: How to use OMNO Postpaid Bill Service
USSD Flow:
*786# >> 2 Pay Bill >> Select Mobile Postpaid >> Select Postpaid Bill Network category (Telenor, Ufone, Zong) >> Enter MISIDN >> Enter Amount >> Enter MPIN
App Flow:
JazzCash Business App >> Click Mobile Load and Package >> Click Postpaid Bill >> Select Postpaid Bill Network category (Telenor, Ufone, Zong) >> Enter MISIDN >> Enter Amount >> Enter MPIN
Work Code:
·         Telenor Postpaid Bill Info
·         Ufone Postpaid Bill Info
·         Zong Postpaid Bill Info",,,,
17273,Jazz X BYKEA-Discount Promo for Jazz Customers,Jazz has partnered with Pakistan's leading ride-hailing service “BYKEA” for a cash back promo to the Jazz users.,"- 30% off on first 3 Car Rides to New Car users 
- 10% off on the next 3 Bike rides for Jazz users  
Note: Bykea helpline number for customers: 02138654444",,,,,,,,
17277,JazzCash  Customer  MasterCard Debit card  SOP,"·         This SOP document will cover scenarios related MasterCard Debit card.
·         MasterCard allow users to make payments and withdraw cash from ATMs
·         It is connected to the JazzCash mobile wallet for easy funds management
·         It provides a convenient and secure way to manage finances and make electronic transactions.
·         JazzCash Mastercard debit card is auto enabled for all online/E-commerce payments within Pakistan (domestic platforms).
·         For online transaction customer need to activate online transaction Refer to How to process 2.3.
·         Set your desired transaction limits for JazzCash Mastercard debit card using JazzCash mobile application.
·         Daily Withdrawal and shopping limit are Rs.50,000 (no charges on shopping)
·         JazzCash Mastercard debit card is auto activated for payments at retail merchants/all POS machines        
·         You can Order card from:
§  JazzCash Website (www.jazzcash.com.pk)
§  JazzCash Mobile App
§  USSD – dial *786#
·         Mastercard debit card will be received within 15 Working days on provided address and card fee will be deducted from your JazzCash Mobile Account upon confirmation of your order. You do not have to pay the fee in cash.
·         If your card returned to the Courier service, call the helpline and provide details for the card to be re-dispatched to you again. (Refer to JazzCash-Customer-Mastercard-complaint)
·         If you do not call the helpline for card delivery, your card will be discarded after 60 days from date of 1st return and fee will not be refunded.
·         If Master Debit Card is rejected, your card fee will be refunded in your Mobile Account within 2 working days
·         In case Customer calls and ask about ATM card reissuance charges we need to guide the customer master debit card is not free of cost
·         Visit MMBL branch and order an instant card free of charge
·         Master Card Order Fees is Rs:799
·         Master Card Annual Charges is Rs:99(Annual fee will be charges to those Customers which orders MasterCard after 1st April in 2024)
·         When you Order from MMBL you will Provide CNIC and JazzCash Account Number and visit along with your JazzCash account number For Confirmation you will enter the MPIN
·         Contactless transaction limit is the amount you can spend without using a PIN or inserting your card when making a payment. (Tap & Pay payment)
·         For Card Status Refer to (Customer – Card Status – Sop)
·         You can with draw amount from all ATM while withdrawing the amount your ATM PIN also generated and Use the Default option to use
·         ATM cash withdrawals Charges are
 Amount 
Amount
 Charges 
Charges
 500 – 2,500 
500 – 2,500
 Rs:25 
Rs:25
 3,000 – 5,000 
3,000 – 5,000
 Rs: 50 
Rs: 50
 5,500 – 10,000 
5,500 – 10,000
 Rs: 100 
Rs: 100
 10,000 – 20,000 
10,000 – 20,000
 Rs: 150 
Rs: 150
 >20,000 
>20,000
 Rs: 200 
Rs: 200
·         Cash can only be withdrawn in multiples of 500 at ATM(s)
·         Please refer to below table 1.0 for high level product details.
Table 1.0
 Customer MasterCard Debit Card 
Customer MasterCard Debit Card
 Values 
Values
 Channel 
Channel
 USSD, App, 
USSD, App,
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 L0, L1, ADA, L2 
L0, L1, ADA, L2
 Platform Fee (USSD) 
Platform Fee (USSD)
 KMS >> Communication Tab >> USSD Platform fee 
KMS >> Communication Tab >> USSD Platform fee
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform fee                                                            
KMS >> Communication Tab >> App Platform fee                                                           
 Service Fee 
Service Fee
 Refer to process overview 
Refer to process overview
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
 
Info Scenario 
 Scenario 1. Customer Mastercard Debit Card – Information Scenarios 
Scenario 1. Customer Mastercard Debit Card – Information Scenarios
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is Customer Mastercard Debit Card? 
Scenario 1.1: What is Customer Mastercard Debit Card?
 Master Debit Card - Order Info 
Master Debit Card - Order Info
 
How – To Scenarios 
 Scenario 2. Customer MasterCard Debit Card – How – to Processes  
Scenario 2. Customer MasterCard Debit Card – How – to Processes 
 How – to Work Code 
How – to Work Code
 Scenario 2.1: How to Order MasterCard Debit Card? 
Scenario 2.1: How to Order MasterCard Debit Card?
 Master Debit Card - Order Info 
Master Debit Card - Order Info
 Scenario 2.2: How to Track Order Mastercard Debit Card? 
Scenario 2.2: How to Track Order Mastercard Debit Card?
 Master Debit Card - Delivery Concern - Complaint Not Lodged 
Master Debit Card - Delivery Concern - Complaint Not Lodged
 Scenario 2.3: How to Activate Online transaction? 
Scenario 2.3: How to Activate Online transaction?
 Master Debit Card - Pos/Online Transaction Info 
Master Debit Card - Pos/Online Transaction Info
 Scenario 2.4: How to de-Activate Online transaction? 
Scenario 2.4: How to de-Activate Online transaction?
 Master Debit Card - Pos/Online Transaction Info 
Master Debit Card - Pos/Online Transaction Info
 Scenario 2.3: How to Change Transaction Limit? 
Scenario 2.3: How to Change Transaction Limit?
 Master Debit Card - Pos/Online Transaction Info 
Master Debit Card - Pos/Online Transaction Info
 
Pre-requisite to service request scenarios
·         Verification: L3
·         Account status: Active
·         Data to be taken from CPS only
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the Customer) >> Check Verification details
Check Card from Visa Debit Card Portal (VDC): Visa Debit Card Portal >>Search Order >>Enter MISIDN >> Check Card Status
Check Master Card from CTI Portal: CTI Portal >> Search CLI in Master Card Tab >> Enter mobile number (with 92××××××) >> Check Card Status",,,,"Scenario 1.1: What is customer Mastercard Debit Card?
·         Refer to Product information in Process Overview header.
 
Work Code: Master Debit Card - Order Info","Scenario 2.1: How to Order JazzCash Master Debit Card?
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 1 Select Card Order >> 1 for Order Card >> 1 Select Master Card >> Fill details >> Submit Request
 
App Flow:
JazzCash App >> Click My account >> Click JazzCash Debit Card >> Click Order a new card >> Select MasterCard Debit Card >> Fill details >> Submit Request >> Enter MPIN
Work Code: Master Debit Card - Order Info
 
Scenario 2.2: How to Track Order Master Debit Card?
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 1 for Select Card >> 2 Select Track Order >> Order will Display
Work Code: Master Debit Card - Delivery Concern - Complaint Not Lodged
App Flow:
JazzCash App >> Click My account >> Click JazzCash Debit Card >> Select Track Card >> Order will Display
Work Code:
Scenario 2.3: How to Activate Online transaction?
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 3 manage Online payment >> 1 activate online transaction
Work Code: Master Debit Card - Pos/Online Transaction Info
 
Scenario 2.4: How to De-Activate Online transaction?
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 3 manage Online payment >> 2 activate online transaction
 
Work Code: Master Debit Card - Pos/Online Transaction Info
 
Scenario 2.5: How to Change Transaction Limit?
For Contactless Transaction Limit:
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 4 Click Manage Contactless Payment >> Select Master card >>Enter Amount >> Enter MPIN
For Online Transaction Limit:
USSD Flow:
*786# >> 6 My Account >> 4 Debit Card >> 3 Click Manage online payments >> 3 Click Limit Change >> Select Master card >>Enter Amount >> Enter MPIN
Work Code: Master Debit Card - Pos/Online Transaction Info",,,,
